カテゴリーID,動画ID,製品タイトル,カテゴリー,コンテンツタイトル,コンテンツ概要
ENR-07,ENR0700S,　社会　人物　日本の歴史,人物　日本の歴史－源頼朝,全編をみる,全編を再生します。（14分55秒）
ENR-07,ENR0710S,　社会　人物　日本の歴史,人物　日本の歴史－源頼朝,平氏と源氏,武士の起こりと保元・平治の乱から壇ノ浦の戦いまで、源平の戦いを見ていきます。（9分51秒）
ENR-07,ENR0720S,　社会　人物　日本の歴史,人物　日本の歴史－源頼朝,鎌倉幕府,鎌倉幕府と御恩・奉公など頼朝が行った武士の政治と武士のくらしを紹介します。（5分4秒）
ENR-08,ENR0800S,　社会　人物　日本の歴史,人物　日本の歴史－北条時宗,全編をみる,全編を再生します。（15分1秒）
ENR-08,ENR0810S,　社会　人物　日本の歴史,人物　日本の歴史－北条時宗,時宗と鎌倉幕府,武士を取り締まる御成敗式目の制定など執権北条時宗と鎌倉幕府の政治と鎌倉文化、農民の生活を紹介します。（3分4秒）
ENR-08,ENR0820S,　社会　人物　日本の歴史,人物　日本の歴史－北条時宗,文永の役,最初の国難、文永の役と武士の戦いぶりを蒙古襲来絵詞よって描いていきます。（5分27秒）
ENR-08,ENR0830S,　社会　人物　日本の歴史,人物　日本の歴史－北条時宗,弘安の役,弘安の役に備えた九州に残る石るいや土るい、各地から駆けつけた武士の戦いぶり、役後の幕府の衰退を描いていきます。（6分29秒）
ENR-09,ENR0900S,　社会　人物　日本の歴史,人物　日本の歴史－足利義満と義政,全編をみる,全編を再生します。（15分20秒）
ENR-09,ENR0910S,　社会　人物　日本の歴史,人物　日本の歴史－足利義満と義政,義満の政治と金閣,全国を治める室町幕府のしくみ、南北朝の統一、金閣寺の建立など足利義光の業績を描きます。（5分374秒）
ENR-09,ENR0920S,　社会　人物　日本の歴史,人物　日本の歴史－足利義満と義政,明との貿易,対明貿易よってもたらされた銅銭や織物、勘会符の背景などを紹介します。（1分28秒）
ENR-09,ENR0930S,　社会　人物　日本の歴史,人物　日本の歴史－足利義満と義政,町や村の様子,都のにぎわい、豊かになる農村、市の様子と土一揆、徳政令など乱れていく国の様子を見ていきます。（2分38秒）
ENR-09,ENR0940S,　社会　人物　日本の歴史,人物　日本の歴史－足利義満と義政,義政と室町文化,応仁の乱による国は乱れを紹介し、義政建立の銀閣寺をはじめとする書院造り、墨絵、茶の湯、能など花開いた室町文化を見ていきます。（5分36秒）
ENR-10,ENR1000S,　社会　人物　日本の歴史,人物　日本の歴史－雪舟,全編をみる,全編を再生します。（15分33秒）
ENR-10,ENR1010S,　社会　人物　日本の歴史,人物　日本の歴史－雪舟,水墨画の修行,雪舟が柱に縛られながらも涙と足指で描いたねずみの絵のエピソードや、相国寺での修行、雲谷庵での水墨画への思い、日本風の水墨画を描くために渡った明で描いた水墨画などを紹介します。（7分56秒）
ENR-10,ENR1020S,　社会　人物　日本の歴史,人物　日本の歴史－雪舟,「四季山水図」・「天橋立図」,縦幅約40センチメートル、横幅約16メートルの大作「四季山水図」、しっとりとした筆使いで描かれ、日本の風景の実写ともいえる「天橋立図」など、雪舟の水墨画の世界をたっぷりと味わいます。（7分37秒）
ENR-11,ENR1100S,　社会　人物　日本の歴史,人物　日本の歴史－織田信長,全編をみる,全編を再生します。（15分32秒）
ENR-11,ENR1110S,　社会　人物　日本の歴史,人物　日本の歴史－織田信長,天下布武,天下布武を掲げて全国統一を目指した織田信長の足跡を、桶狭間の戦い、延暦寺の焼き討ち、室町幕府滅亡、長篠の戦いを見ながら描いていきます。（4分48秒）
ENR-11,ENR1120S,　社会　人物　日本の歴史,人物　日本の歴史－織田信長,鉄砲の伝来,ポルトガルから種子島に伝来した鉄砲、国内における作製、当時の鉄砲の発砲再現と信長の戦いの工夫、城づくりの変化などを紹介します。（6分31秒）
ENR-11,ENR1130S,　社会　人物　日本の歴史,人物　日本の歴史－織田信長,天下統一の夢,信長が治めた安土城下の様子、キリスト教への理解、本能寺の変による信長の死と豊臣秀吉による中国大返しなど、天下統一への道を解説します。（4分11秒）
ENR-12,ENR1200S,　社会　人物　日本の歴史,人物　日本の歴史－豊臣秀吉,全編をみる,全編を再生します。（15分20秒）
ENR-12,ENR1210S,　社会　人物　日本の歴史,人物　日本の歴史－豊臣秀吉,天下統一への道,豊臣秀吉の生い立ちと時代背景を紹介し、桶狭間、長篠の合戦、本能寺の変、山崎の合戦など秀吉の足跡を見ながら天下統一への道を描きます。（5分45秒）
ENR-12,ENR1220S,　社会　人物　日本の歴史,人物　日本の歴史－豊臣秀吉,大坂城,秀吉の大きな力を天下に示した大阪城、その壮大な石垣や天守閣を見ていきます。（3分6秒）
ENR-12,ENR1230S,　社会　人物　日本の歴史,人物　日本の歴史－豊臣秀吉,刀狩と検地,武士と農民、町人の身分を定めた刀狩と検地を解説し、にぎやかで派手好みだった秀吉の陣羽織や醍醐の花見なども紹介します。（4分14秒）
ENR-12,ENR1240S,　社会　人物　日本の歴史,人物　日本の歴史－豊臣秀吉,大陸支配の失敗,九州の名護屋城跡などを見ながら、秀吉の大陸支配の失敗を簡略に解説し、秀吉亡き後の大坂の陣などにも触れてます。（2分13秒）
ENR-13,ENR1300S,　社会　人物　日本の歴史,人物　日本の歴史－徳川家康,全編をみる,全編を再生します。（15分13秒）
ENR-13,ENR1310S,　社会　人物　日本の歴史,人物　日本の歴史－徳川家康,信長、秀吉との関係,今川氏の人質時代、初陣となった織田方の城攻め、桶狭間の戦いと人質からの解放、長篠の戦、秀吉の小田原攻めなどを追いながら、家康と信長、秀吉との関係を見ていきます。（5分44秒）
ENR-13,ENR1320S,　社会　人物　日本の歴史,人物　日本の歴史－徳川家康,関ヶ原の戦い,徳川家康と石田三成との戦い、つまり徳川方と豊臣方、天下分け目の戦いといわれる関ヶ原の合戦とその後の大名支配を簡潔に描きます。（2分52秒）
ENR-13,ENR1330S,　社会　人物　日本の歴史,人物　日本の歴史－徳川家康,江戸の町づくり,今日の東京の街並みを見ながら、家康の行った江戸の町づくりや全国の大名に命じた江戸城の改築工事などを見ていきます。（2分58秒）
ENR-13,ENR1340S,　社会　人物　日本の歴史,人物　日本の歴史－徳川家康,江戸幕府の基礎づくり,家康は、秀頼が再建した京都の方広寺の鐘に刻まれた文字に文句をつけ、大阪冬の陣、夏の陣で豊臣家を滅ぼします。その後に出された武家諸法度、朝廷や寺と神社に対する諸法度、キリスト教の禁止など、江戸幕府の基礎づくりを紹介します。（3分39秒）
ENR-14,ENR1400S,　社会　人物　日本の歴史,人物　日本の歴史－徳川家光,全編をみる,全編を再生します。（15分54秒）
ENR-14,ENR1410S,　社会　人物　日本の歴史,人物　日本の歴史－徳川家光,参勤交代,日光東照宮を建てた三代将軍徳川家光は武家諸法度の中に参勤交代の制度を加えました。その背景とねらい、当時の様子などを紹介します。（7分6秒）
ENR-14,ENR1420S,　社会　人物　日本の歴史,人物　日本の歴史－徳川家光,士農工商,江戸幕府の揺るぎない基礎固めとなった士農工商の身分制度を見ていきます。（1分37秒）
ENR-14,ENR1430S,　社会　人物　日本の歴史,人物　日本の歴史－徳川家光,島原の乱,若干16歳の天草四郎時貞を大将とする農民たちが立ち上がり藩と戦った島原の乱を、背景となった作物の不作や厳しい年貢の取り立て、キリシタンの取り締まりなどを解説しながら、興味深く描きます。（4分40秒）
ENR-14,ENR1440S,　社会　人物　日本の歴史,人物　日本の歴史－徳川家光,鎖国,家光は鎖国政策をとり、オランダと中国だけに長崎の出島で貿易することを許しました。出島の商館跡や絵図による貿易の様子を見ながら鎖国について解説します。（2分29秒）
